"문장"
"이 근처에 사니?	"
"말하고 글 중에 어느 것이 더 중요한가요?	"
"이 기계 고장 난 것 같아.	"
"여기서 기다릴게.	"
"우리 엄마는 혼자서 두 아이를 길렀다.	"
"건강한 생활의 기본은 무엇인가요?	"
"그럴 기분이 아니야.	"
"기숙사 생활은 어때?	"
"그것은 내게 고통스러운 기억이다.	"
"방금 기차를 놓쳤어.	"
"한 번 더 기회를 주세요.	"
"길 건너자.	"
"겨울에는 낮보다 밤이 길다.	"
"그는 치즈 김밥을 주문했다.	"
"난 다른 무엇보다 김치가 좋아.	"
"물이 이렇게 깊은 줄 몰랐어요.	"
"사과 좀 깎아 줘.	"
"이 방이 깨끗하다고 생각해?	"
"나는 지갑에서 돈을 꺼내는 척했어.	"
"꼭 갈게.	"
"한 시간 뒤에 꽃에 물을 줘라.	"
"어젯밤 피자 먹는 꿈을 꾸었다.	"
"불 껐니?	"
"그 건물은 이 길의 끝에 있습니다.	"
"방학이 내일 끝나.	"
"오늘 안으로 일을 다 끝내야 해.	"
"누구세요? - 나예요.	"
"점심 먹으러 나가자.	"
"그는 맨손으로 사과를 둘로 나누었다.	"
"앞에 사고가 난 것 같아요.	"
"어느 나라에 가고 싶어?	"
"그 사람 나무 아래에 앉아 있어.	"
"그거 어때? - 나쁘지 않네.	"
"방에서 나오지 마.	"
"그 여자 나이보다 어려 보여요.	"
"나중에 보자.	"
"이전 여자친구가 어젯밤 꿈에 나타났다.	"
"그녀의 눈이 진짜 마음을 나타내고 있었다.	"
"내일은 특별한 날이야.	"
"높이 나는 새가 멀리 본다.	"
"날씨 어때?	"
"오늘 날짜가 어떻게 되죠?	"
"메시지 남겨 주세요.	"
"남녀관계는 아무도 모른다.	"
"먹을 게 하나도 안 남았어.	"
"얘가 내 남동생이야.	"
"일반적으로 여성이 남성에 비해 오래 산다.	"
"그녀는 가정적인 남자를 찾고 있다.	"
"어느 쪽이 남쪽입니까?	"
"혜안은 완벽한 남편을 원한다.	"
"교실에는 남학생이 거의 없었어.	"
"박쥐들은 낮에 잠을 잔다.	"
"니 점수는 너무 낮아.	"
"아내가 어젯밤 아들을 낳았어.	"
"나 내년에 결혼할 거야.	"
"답안지를 내세요.	"
"조심해서 계단을 내려가라.	"
"산은 내려오는 것이 더 어렵다.	"
"어제 눈 내리는 거 봤어?	"
"내일은 월요일이야.	"
"이게 무슨 냄새죠?	"
"저 식당은 냉면으로 유명해.	"
"김치냉장고가 필요해.	"
"항상 너와 함께 있을게.	"
"그 옷은 나한테 너무 작아.	"
"그녀는 넓은 집에서 살고 싶어한다.	"
"주머니에 손을 넣지 마라.	"
"어제 학교 갔었니? - 네.	"
"다른 넥타이를 매는 게 어때?	"
"나는 일 년에 두 번 해외에 간다.	"
"이 노란색 모자는 너와 잘 어울린다.	"
"우리는 밤새 춤추고 노래했다.	"
"사람들 앞에서 웃으려고 노력했다.	"
"이 강의에서는 노트에 적어도 됩니다.	"
"놀이터에서 놀자!	"
"나는 그녀의 갑작스러운 죽음에 놀랐다.	"
"한국의 전통적인 놀이에는 뭐가 있나요? 	"
"농담하지 마세요!	"
"이 빌딩 정말 높네!	"
"이 상자 어디에 놓을까요?	"
"누구세요?	"
"누나는 엄마랑 닮았다.	"
"길에서 그 사람과 내 눈이 마주쳤어.	"
"눈이 녹아서 길이 굉장히 미끄러워졌어.	"
"선생님은 학생들이 떠나자 기쁨의 눈물을 흘리셨다.	"
"그 사람은 침대에 누워 책을 읽고 있었다.	"
"대단한 뉴스라는 게 뭐야?	"
"나는 갑자기 가슴에 심한 통증을 느꼈다.	"
"한국은 늘 덥나요?	"
"나 이 스웨터 다시는 안 입을 거야. 늘어났어.	"
"특별한 능력이 있는 사람만이 이 일을 할 수 있다.	"
"서둘러. 우리 늦겠다.	"
"모두 다 왔을 때 파티는 거의 다 끝나 있었다.	"
"일본을 하루 만에 다녀올 수 있나요?	"
"어렸을 때는 목욕탕에 잘 다녔다.	"
"그들은 쌍둥이지만, 성격은 완전히 다르다.	"
"다리를 꼬고 저기에 앉아 있는 사람이 누구예요?	"
"다리를 건너자.	"
"절대로 다시 그 일을 하지 않을 거야.	"
"그들은 다양한 서비스를 제공한다.	"
"다음 비행기는 언제 있어요?	"
"어쩌다 다치셨어요?	"
"그 선수는 수건으로 얼굴의 땀을 닦았다.	"
"저는 심지어 이 기본적인 단어들도 몰라요.	"
"창문 좀 닫아라.	"
"이번 달에는 언제 보름달을 볼 수 있어요?	"
"이 케이크는 맛이 달다.	"
"세상이 지난 10년 동안 아주 많이 달라졌다.	"
"한 달에 500달러요.	"
"엄마 생일을 달력에 표시해 두세요.	"
"닭이 먼저예요? 달걀이 먼저예요?	"
"인터넷으로 닭고기 스프 요리법 좀 찾아봐.	"
"이 물건들을 가방에 담아.	"
"하루에 담배를 얼마나 피우세요?	"
"나한테 묻지 마, 그냥 대답해.	"
"그 기사의 대부분은 거짓이야.	"
"미국 사람들은 젓가락 대신 포크를 사용한다.	"
"예전 대통령들 중에서 제일 좋아하는 사람은 누구야?	"
"어느 대학 가고 싶어?	"
"내 여자 친구는 나보다 네 살 어린 대학생이야.	"
"오랜 대화 끝에, 그들은 헤어지기로 결정했다.	"
"여기가 우리 선생님 댁이야.	"
"더 할 말 있으세요?	"
"그는 할 수 있는 한 멀리 공을 던졌다.	"
"한국은 여름에 굉장히 더워요.	"
"책을 도서관에 반납하세요.	"
"나는 도시에서 운전하는 걸 좋아하지 않는다.	"
"도움이 필요해요.	"
"기차가 곧 도착할 거야.	"
"돈 주세요.	"
"코너에서 오른쪽으로 도세요.	"
"아이들이 팽이를 돌리면서 놀고 있다.	"
"길을 잃어서, 우리는 왔던 길로 돌아가야 했다.	"
"아빠는 언제 돌아와?	"
"도와주세요!	"
"낯선 사람이 우리 동네를 돌아다니고 있었다.	"
"그는 우연히 알려지지 않은 동물을 발견했다.	"
"나는 동생과 사이가 안 좋아요.	"
"내가 없는 동안 잘 지내.	"
"우리 집의 창문은 동쪽으로 향해 있다.	"
"한국 사람들은 돼지꿈이 행운이 있다고 믿어요.	"
"포도주는 소고기나 돼지고기와 잘 어울립니다.	"
"부모님은 내가 의사가 되길 바라셨죠.	"
"책상 위에 두세요.	"
"뒤에서는 그가 누구인지 알 수 없었다.	"
"부모님께 용돈은 드리세요?	"
"내 말 좀 들어 봐.	"
"그 일을 마치는 데 시간이 많이 들었어요.	"
"손 들어!	"
"이상하게 들릴지도 모르지만, 내가 한 말은 사실입니다.	"
"들어가지 마시오!	"
"안으로 들어오세요.	"
"아기를 등에 업어라.	"
"어제는 등산하기에 좋은 날씨였다.	"
"오늘 날씨 따뜻하네요.	"
"남편은 딸을 갖고 싶어해요.	"
"이 치약은 딸기 맛이 난다.	"
"이 땅 누구 거야?	"
"그녀는 그를 처음 만났을 때부터 그를 좋아했다고 말했다.	"
"다 너 때문이야.	"
"언제 떠나?	"
"좋은 생각이 떠올랐다.	"
"이 떡 먹어봤니? 맛있어.	"
"학교에 또 늦은 거야?	"
"나는 그와 똑같은 mp3 플레이어를 샀다.	"
"똑바로 서서 똑바로 말해 봐.	"
"운동장에서 뛰고 있는 저 여자 애 말이야?	"
"뜨거운 물 좀 주세요.	"
"이 단어 뜻 알아?	"
"라디오를 켜라.	"
"라면 한 그릇 어때?	"
"내년에 발레 배우러 러시아에 갈 거야.	"
"고기 몇 마리 잡았어?	"
"마실 것 좀 드릴까요?	"
"바다에 도착하면 마음이 바뀔지도 몰라.	"
"이번 달 마지막 날이야.	"
"이 일을 마치는 데 3일이 걸릴 거야.	"
"길을 막고 거기 서 있지 마라.	"
"언제 만날까?	"
"나는 밸런타인데이 선물을 직접 만들려고 생각 중이야.	"
"우리는 공통점이 많다.	"
"운동 많이 하세요?	"
"에쿠우스는 라틴어로 말이라는 뜻이다.	"
"그렇게 말하지 마.	"
"걱정 말고 좀 쉬어.	"
"진작 말씀하시지 그러셨어요.	"
"물과 공기가 맑은 곳이 살기 좋다.	"
"맛이 어때?	"
"라면을 너무 오래 두면 맛없어.	"
"정말 맛있네요!	"
"3번이 맞다.	"
"한국 시간에 시계 맞췄어?	"
"나는 두 문제 맞혔어.	"
"내가 이 일을 맡을게.	"
"매우 추워요.	"
"나는 매일 아침을 먹는다.	"
"저는 맥주 마실래요.	"
"맵고 짠 음식은 몸에 좋지 않아요.	"
"머리를 부딪친 후로 머리가 자꾸 빠져요.	"
"더 이상 못 먹겠어.	"
"먼저 가.	"
"여기서 멀지 않아.	"
"괜찮아. 그 사람 멀리 있어서 내 말 못 들을 거야.	"
"여기 메뉴가 있습니다.	"
"그 사람 며칠에 떠났는지 아세요? - 글쎄요, 며칠 전인 것 같은데요.	"
"여자가 두 명 있어요.	"
"몇 가지 질문이 있는데요. 몇 살이세요? 형제는 몇이세요?	"
"이 시간이 모두 함께 모일 수 있는 좋은 기회야.	"
"모든 직원들이 다 알아요.	"
"그 사람이 나를 모르는 게 분명했다.	"
"그의 모습은 어둠 속으로 사라졌다.	"
"이 물건들은 모양이 다르다.	"
"언제부터 동전을 모았어요?	"
"아이들이 놀이터에 모였다.	"
"그 모임 참석할 거야?	"
"모자를 쓰고 있나요?	"
"그 사람은 교통사고를 당해서 목에 깁스를 했다.	"
"나는 그녀의 아름다운 목소리를 잊을 수 없다.	"
"우리 아이들은 목욕하는 걸 좋아해.	"
"방문 목적이 무엇입니까?	"
"몸은 여기 있어도, 마음은 다른 곳에 있구나.	"
"혜안은 요즘 밥도 못 먹고, 잠도 못 자.	"
"나는 노래를 잘 못해요.	"
"이 가방 정말 무겁다.	"
"무서운 영화 봤어요? 하나도 안 무서웠어요.	"
"무슨 일을 하세요?	"
"저게 뭐지?	"
"문 잠그세요.	"
"어려운 문제는 빼고 다른 것들 먼저 풀어라.	"
"여기에 처음 왔을 때 나는 이곳 문화에 익숙하지 않았다.	"
"길을 묻는 것은 나에겐 너무 어려운 일이다.	"
"차가 지나가면서 물을 튀겼다.	"
"사용한 후에 물건들을 돌려줘.	"
"시간 안에 갚을게, 물론, 현금으로.	"
"뭐 하나 물어봐도 돼?	"
"그녀는 미국에서 아이를 낳았다.	"
"정말 미안해.	"
"봐, 저 남자는 키가 2미터는 넘을 거 같아.	"
"믿기 싫으면, 나 믿지 마.	"
"그 배는 바다 밑으로 가라앉았다.	"
"타이어 바꿀 줄 알아?	"
"신호가 녹색으로 바뀌었어.	"
"겨울에 친구들이랑 바다에 가고 싶어요.	"
"얼른 낫길 바랍니다.	"
"어느 커플이 서로를 사랑스럽게 바라보고 있었다.	"
"바람이 멈췄네.	"
"비가 오는 바람에 경기가 취소되었다.	"
"바로 갈게.	"
"요즘 왜 그렇게 바빠?	"
"내 스웨터랑 어울리는 바지를 찾았다.	"
"과천에 있는 국립박물관 가 봤어?	"
"밖에 눈이 오나요?	"
"물 반 컵을 넣고 섞으세요.	"
"그들은 5학년 때 같은 반이었다.	"
"만나서 반갑습니다.	"
"내 여동생은 나랑 성격이 반대예요.	"
"저는 매일 수십 통의 스팸 메일을 받아요.	"
"그건 칭찬으로 받아들일게요.	"
"누군가가 내 발을 밟았다.	"
"그 도시는 지난 20년 동안 빠르게 발달했다.	"
"그렇게 큰 문제가 발생했는지 누구도 몰랐다.	"
"이 단어는 두 가지 발음이 있어요.	"
"램프가 너무 밝아서 눈이 아파요.	"
"나는 낮에 자고 밤에 일어난다.	"
"밥 좀 더 드실래요?	"
"이 방에서 회의를 하고 싶어.	"
"부자가 되는 빠른 방법이 없을까?	"
"나 오늘 방학 숙제를 해야 해 .	"
"배가 고파서 배에서 소리가 나요.	"
"조심해서 배에서 내리십시오.	"
"배에서 배를 먹었더니 배가 아파요.	"
"배고파서 죽겠어요.	"
"너무 배불러, 더는 못 먹겠어.	"
"내 새해 계획은 운전을 배우는 거예요.	"
"쇼핑하러 백화점 가자.	"
"누군가가 쓰레기를 버렸다.	"
"서울 가는 버스를 타.	"
"저는 하루에 두 번 샤워를 해요.	"
"틀린 번호로 거셨어요.	"
"당신이 돈 벌면 내가 아이 볼게. 	"
"벌써 가려고?	"
"나는 결코 법을 어긴 적이 없다.	"
"모자를 벗는 게 어때? 	"
"많이 변했네.	"
"왜 낮에는 별을 볼 수가 없지?	"
"기분이 어때? - 별로야.	"
"나는 와인 한 병을 다 마신 후 운전을 했다.	"
"그는 작년에 끔찍한 병에 걸렸다.	"
"할머니가 병원에 계셔.	"
"그 사람이 내 생일에 장미 백 송이를 보냈어.	"
"거울 좀 그만 봐라.	"
"보다 현실적인 방법을 찾아야 해.	"
"너 오늘 우울해 보여.	"
"보통 몇 시에 주무세요?	"
"이 목걸이가 널 보호해 줄 거야.	"
"일을 더 복잡하게 만들지 마.	"
"볼펜 있어?	"
"겨울이 가고 봄이 오고 있다.	"
"이 고양이는 털이 아주 부드러워.	"
"누군가 내 이름을 부르는 소리를 들었다.	"
"그녀는 차 사고로 부모님을 잃었다.	"
"요즘에는 아이를 원하지 않는 부부가 많아요.	"
"그 영화에서 가장 좋은 부분이 뭐였어?	"
"부엌에 떡이 좀 있어.	"
"부인은 어디 계세요? 같이 안 오셨어요?	"
"북쪽으로 걸어가.	"
"몇 분이세요? - 세 사람이요.	"
"몇 시야? - 3시 40분.	"
"여기 분위기가 마음에 들어요.	"
"불이 났나 봐.	"
"불고기는 외국인들에게 인기가 있어요.	"
"바람이 남쪽에서 북쪽으로 불고 있어요.	"
"껌이 머리에 붙었어.	"
"봉투에 우표 붙였어?	"
"비를 맞으며 걸었더니 감기에 걸린 것 같아.	"
"비누는 피부를 건조하게 만들어요.	"
"그 사람은 비디오 게임 없이는 못 살아요.	"
"나는 비빔밥이 별로야.	"
"저 부부는 취미가 비슷해요, 자는 거요.	"
"너무 비싸지 않아?? 더 싼 걸 찾아봐.	"
"비행기는 5분 후에 이륙할 예정입니다.	"
"하늘에 저 작은 빛은 뭐지?	"
"지나가는 사람에게 물어보자. 그게 더 빨라.	"
"나는 니가 실수로 물에 빠질까봐 걱정돼.	"
"그 빨간색 드레스 너랑 잘 어울려.	"
"이 빨래는 몇 번 헹궈야 하죠? 	"
"더 이상은 안 돼. 최대한 빨리 가고 있다고.	"
"사실 빵은 칼로리가 높다.	"
"무슨 일이야? - 어제 점을 뺐어.	"
"그 음주 운전자는 결국 사고를 냈다.	"
"이 사과는 신선해요. 드셔보세요.	"
"뭐 샀니?	"
"그 차는 어둠 속으로 사라졌다.	"
"그 사람 정말 좋은 사람 같아요.	"
"너는 날 얼마나 사랑해?	"
"앗, 내 열쇠 사무실에 놓아두고 왔어!	"
"그녀의 말은 사실과 전혀 달라.	"
"여기서 신용카드를 사용할 수 있나요?	"
"저는 부모님과 사이가 좋아요.	"
"내 꿈은 이 회사의 사장이 되는 거예요.	"
"사전은 대출이 안 됩니다.	"
"여기서는 사진을 찍을 수 없습니다.	"
"그 아이는 사탕을 빨고 있었다.	"
"그 다큐멘터리는 사회의 현실을 반영한다.	"
"어제 산을 내려오다 발을 삐었어요.	"
"산책하기에 좋다. 밖으로 나가자.	"
"몇 살이에요? - 스물세 살이요.	"
"나는 도시에서 혼자 살고 부모님은 시골에 사셔.	"
"새 상품을 계획하는 것이 제 일입니다. 	"
"새 소리를 듣는 거 좋아해요.	"
"내 컴퓨터는 새 거야.	"
"나 새벽에 일어나야 해.	"
"그 아이는 하늘을 어두운 색으로 칠했다.	"
"내가 샌드위치 가져갈게.	"
"좋은 생각이야.	"
"그 사람 어떻게 생겼어요?	"
"나는 생선과 채소만 먹어요.	"
"그는 생일 전날 죽었다.	"
"긴 방학 후에 학교생활에 적응하기 힘들다.	"
"샤워 했어?	"
"무대 옆에 서 있는 사람이 그 여자야.	"
"형과 나는 서로를 잘 모른다.	"
"그 호텔은 최고의 서비스로 알려져 있다.	"
"가장 가까운 서점이 어디인가요?	"
"해는 동쪽에서 떠서 서쪽으로 진다.	"
"이별 선물이야.	"
"그녀는 선생님이 되기 위해 일을 그만두었다.	"
"무슨 일이 있었는지 설명해 주시겠어요?	"
"커피에 설탕 넣니?	"
"많은 부부가 성격 차이로 이혼한다.	"
"15세에, 그는 대학에 들어갔다.	"
"제1차 세계 대전	"
"세상 참 좁네요!	"
"너 가서 세수 좀 해야겠다.	"
"학생들을 한 줄로 세우세요.	"
"이 세탁기 고장 났어. 그거 켰어?	"
"이 신발은 손님을 5센티미터 커 보이게 만들 겁니다.	"
"제 소개를 하겠습니다.	"
"너무 싱거우면, 소금을 넣어라.	"
"공연이 시작되면, 소리를 내지 말아주세요.	"
"나는 쉬는 시간에 주로 소설을 읽는다.	"
"몇 가지 좋은 소식이 있어요. 	"
"집에 돌아왔을 때, 남편은 소파를 청소하고 있었다.	"
"어디로 소풍 가고 싶어?	"
"저자는 책 속에 서명을 했다.	"
"그 사람들 손을 잡고 걷고 있었어. 사귀는 게 분명해.	"
"엄마는 그 산을 손가락으로 가리켰다.	"
"손님은 왕이다.	"
"쇠고기와 돼지고기 중에 어느 것이 더 싼가요?	"
"여자친구와 쇼핑가는 건 정말 힘들어.	"
"지금은 기다리는 수밖에 없어.	"
"머리 말릴 수건 있어?	"
"여름에는, 차가운 수박을 먹는 것이 정말 좋다.	"
"한 시간 후에 수업이 있어요.	"
"다른 곳으로 수영하러 가자.	"
"와! 너희 집에 수영장이 있다며? 	"
"숙제 했어?	"
"확실해? 마지막 순간에 마음 바꾸면 안 돼! 	"
"한국 사람은 보통 숟가락으로 밥을 먹고, 젓가락으로 반찬을 먹어요.	"
"너 벌써 술 많이 마신 것 같은데.	"
"숲에서 길을 잃었어.	"
"피곤해 보이는데 잠시 쉬지 그래?	"
"말은 쉽다. 직접 해 봐.	"
"슈퍼마켓 가는 중이야. 뭐 필요한 거 있어? 	"
"스스로 해결책을 찾아봐라.	"
"스키 여행은 눈 때문에 취소되었다.	"
"스트레스를 줄이려면 마사지를 받아라.	"
"나는 신문에서 스포츠 부분만 읽는다.	"
"슬퍼서 우는 게 아니라 기뻐서 우는 거예요.	"
"한강은 서울시를 통과하여 흐른다.	"
"지금 몇 시야? - 세 시 반.	"
"하루에 열두 시간 일하고 쉴 시간도 없어요.	"
"내 시계는 5분 늦다.	"
"에어컨을 켰으니, 시원해질 거야.	"
"수업은 오전 8시에 시작한다.	"
"콘서트가 시작되고 뮤지션이 연주를 시작했다.	"
"동대문 시장에 가 보고 싶어요.	"
"사장님은 휴일에도 일을 시킨다.	"
"어제 단어 시험을 봤어. 생각했던 것보다 쉬웠어.	"
"이 식당은 음식을 정말 잘 해.	"
"식사하고 30분 후에 이 약을 드세요.	"
"식사 후에 식탁을 치워주세요.	"
"이 방에 들어올 때는 슬리퍼를 신으세요.	"
"어떤 신문 읽어?	"
"니 신발 젖었네. 내 신발 신어.	"
"실례지만,? 몇 시인지 아세요?	"
"아침에 일어나는 게 정말 싫어.	"
"너 왜 재즈를 싫어하는 거야?	"
"그 차가 나를 쳤을 때, 나는 심한 충격을 받았다.	"
"인터넷에서 사는 게 가게에서 사는 것보다 더 싸.	"
"뭐 때문에 싸우는 거야?	"
"그 사람은 쌀과 보리도 구별 못 한다.	"
"그는 읽고 쓰지 못하지만, 큰 회사의 사장이다.	"
"개가 모자를 쓰고 있다니 웃기지 않니?	"
"어떤 샴푸 쓰세요?	"
"저 쓰레기 좀 버려줄래?	"
"혜안씨 좀 바꿔주세요.	"
"나는 집에 오자마자 손을 씻었다.	"
"아, 이런!	"
"이번 달에 아기를 낳을 예정이에요.	"
"내 아내는 내가 꿈꾸던 바로 그 사람이다.	"
"좀 더 줄까? - 아니, 배불러.	"
"빌리 진은 내 애인이 아니에요.	"
"아니요, 그 애는 내 아들이 아니에요.	"
"나 지금 가봐야 해. 내 아들이 집에 혼자 있어.	"
"아래에 서명해 주세요.	"
"당신은 정말 아름다워요.	"
"그 사람 아마 늦을 거야. 새벽 네 시까지 깨어있었거든.	"
"대통령은 그 문제에 대해 아무 말도 하지 않았다.	"
"너는 아무리 먹어도 살이 안 찌는구나.	"
"아버지는 무슨 일을 하시니?	"
"아빠, 저 이 카메라 사 주세요.	"
"저희는 아이가 하나 있습니다.	"
"이 바닐라 아이스크림은 내가 가장 좋아하는 맛이다.	"
"그는 17살이지만, 아저씨처럼 보인다.	"
"아주 쉬워.	"
"아주머니, 여기가 어디예요?	"
"아직 괜찮은 것 같은데. 	"
"나는 보통 일요일 아침에는 아침도 안 먹고 늦게까지 잔다.	"
"어떤 아파트를 찾고 계세요?	"
"무릎이 너무 아파서 걸을 수가 없어.	"
"15분 안에 도착할 거예요.	"
"넌 왜 안 갔어?	"
"안경 쓰고 있는 저 여자애 말이야?	"
"안녕하세요? 	"
"안녕히 가세요.	"
"안아 줘.	"
"그것 참 안됐네요.	"
"그들은 차에 나란히 앉았다.	"
"좋지도 않지만 나쁘지도 않아.	"
"내 말 무슨 뜻인지 알겠어?	"
"그 이야기는 인터넷을 통해 모두에게 알려졌다.	"
"그거 끝나면 나한테 알려 줘.	"
"차례가 되면, 앞으로 나오세요.	"
"박찬호는 내가 제일 좋아하는 야구 선수야.	"
"다쳤어? 이 약 먹어.	"
"오늘 약간 춥다, 그지?	"
"2층에 약국이 있습니다.	"
"이번에 약속 어기면, 너 다시는 안 볼 거야.	"
"그러니까 자꾸 양말에 구멍이 나지. 	"
"이 넥타이는 니 양복이랑 잘 어울릴 거야.	"
"걱정하지 마. 그냥 내 어깨에 기대.	"
"어느 부분이 제일 아프세요?	"
"어디 살아?	"
"요즘 몸은 좀 어때?	"
"어떤 사람을 좋아하세요?라고 어떤 사람이 물었다.	"
"이번 수학 시험은 지난번보다 더 어려웠어.	"
"도와드릴까요? - 어른 두 명하고 아이 한 명이요.	"
"제가 나이보다 어려보인다는 소리 많이 들어요.	"
"어린이도 돈을 내야 하나요?	"
"우리 어머니는 삼 년 동안 아프셨다.	"
"나는 그에게 그 일을 어서 끝내라고 말했다.	"
"그 옷 너랑 잘 어울리네.	"
"어제 너한테 열 번도 넘게 전화했는데, 안 받더라.	"
"언니가 있었으면 좋았을 텐데.	"
"언제 시간 되세요?	"
"다른 사람과 같이 산다는 건 언제나 힘든 일이야.	"
"언제나 네가 원하는 것을 얻을 수는 없다.	"
"왜 얼굴이 갑자기 빨개지니?	"
"얼른 대답해요.	"
"이거 얼마예요?	"
"한국에 온 지 얼마나 됐어요?	"
"시내에서 엄마랑 점심 먹을 거야.	"
"요즘에는 핸드폰 없는 사람이 없다.	"
"가방이 없어졌어!	"
"나는 물 없이는 살아도 음악 없이는 못 살아.	"
"에어컨 좀 켜도 될까요? 	"
"여권 좀 보여주시겠어요?	"
"나 여기 서점에 있어. 	"
"니 여동생은 몇 살이니? 	"
